,"Euro Area, FX Spot Rates, Macrobond, EUR per USD","Japan, FX Spot Rates, Macrobond, JPY per USD","United Kingdom, FX Spot Rates, Macrobond, GBP per USD","Switzerland, FX Spot Rates, Macrobond, CHF per USD","Canada, FX Spot Rates, Macrobond, CAD per USD","Australia, FX Spot Rates, Macrobond, AUD per USD","New Zealand, FX Spot Rates, Macrobond, NZD per USD","Norway, FX Spot Rates, Macrobond, NOK per USD","Sweden, FX Spot Rates, Macrobond, SEK per USD","United States, FX Indices, ICE, U.S. Dollar Index, Close"
1951-10-26,,,,,1.04875,,,,,
1951-10-29,,,,,1.045625,,,,,
1951-10-30,,,,,1.045,,,,,
1951-10-31,,,,,1.0475,,,,,
1951-11-01,,,,,1.046562,,,,,
1951-11-02,,,,,1.045625,,,,,
1951-11-05,,,,,1.045312,,,,,
1951-11-06,,,,,1.045,,,,,
1951-11-07,,,,,1.043125,,,,,
1951-11-08,,,,,1.043438,,,,,
1951-11-09,,,,,1.04375,,,,,
1951-11-12,,,,,1.044062,,,,,
1951-11-13,,,,,1.04375,,,,,
1951-11-14,,,,,1.042812,,,,,
1951-11-15,,,,,1.044687,,,,,
1951-11-16,,,,,1.046875,,,,,
1951-11-19,,,,,1.04375,,,,,
1951-11-20,,,,,1.0425,,,,,
1951-11-21,,,,,1.04375,,,,,
1951-11-22,,,,,1.04375,,,,,
1951-11-23,,,,,1.04375,,,,,
1951-11-26,,,,,1.0425,,,,,
1951-11-27,,,,,1.04,,,,,
1951-11-28,,,,,1.037187,,,,,
1951-11-29,,,,,1.035625,,,,,
1951-11-30,,,,,1.036875,,,,,
1951-12-03,,,,,1.0375,,,,,
1951-12-04,,,,,1.036875,,,,,
1951-12-05,,,,,1.034063,,,,,
1951-12-06,,,,,1.02875,,,,,
1951-12-07,,,,,1.02375,,,,,
1951-12-10,,,,,1.021875,,,,,
1951-12-11,,,,,1.03,,,,,
1951-12-12,,,,,1.029375,,,,,
1951-12-13,,,,,1.027813,,,,,
1951-12-14,,,,,1.021875,,,,,
1951-12-17,,,,,1.024375,,,,,
1951-12-18,,,,,1.02375,,,,,
1951-12-19,,,,,1.023125,,,,,
1951-12-20,,,,,1.022812,,,,,
1951-12-21,,,,,1.023438,,,,,
1951-12-24,,,,,1.0225,,,,,
1951-12-25,,,,,1.0225,,,,,
1951-12-26,,,,,1.022188,,,,,
1951-12-27,,,,,1.020625,,,,,
1951-12-28,,,,,1.01875,,,,,
1951-12-31,,,,,1.011875,,,,,
1952-01-01,,,,,1.011875,,,,,
1952-01-02,,,,,1.01,,,,,
1952-01-03,,,,,1.008125,,,,,
1952-01-04,,,,,1.008125,,,,,
1952-01-07,,,,,1.007813,,,,,
1952-01-08,,,,,1.0075,,,,,
1952-01-09,,,,,1.0075,,,,,
1952-01-10,,,,,1.007813,,,,,
1952-01-11,,,,,1.007187,,,,,
1952-01-14,,,,,1.007187,,,,,
1952-01-15,,,,,1.007187,,,,,
1952-01-16,,,,,1.006875,,,,,
1952-01-17,,,,,1.006563,,,,,
1952-01-18,,,,,1.005,,,,,
1952-01-21,,,,,1.000938,,,,,
1952-01-22,,,,,1,,,,,
1952-01-23,,,,,1.000625,,,,,
1952-01-24,,,,,1.000625,,,,,
1952-01-25,,,,,1.000313,,,,,
1952-01-28,,,,,1,,,,,
1952-01-29,,,,,1.000313,,,,,
1952-01-30,,,,,1.000313,,,,,
1952-01-31,,,,,1.002813,,,,,
1952-02-01,,,,,1.003438,,,,,
1952-02-04,,,,,1.003125,,,,,
1952-02-05,,,,,1.000938,,,,,
1952-02-06,,,,,1.000938,,,,,
1952-02-07,,,,,1.000625,,,,,
1952-02-08,,,,,1.000625,,,,,
1952-02-11,,,,,1.000938,,,,,
1952-02-12,,,,,1.000938,,,,,
1952-02-13,,,,,1.000938,,,,,
1952-02-14,,,,,1.000938,,,,,
1952-02-15,,,,,1.000938,,,,,
1952-02-18,,,,,1.000313,,,,,
1952-02-19,,,,,1.000625,,,,,
1952-02-20,,,,,1.000313,,,,,
1952-02-21,,,,,1.000313,,,,,
1952-02-22,,,,,1.000313,,,,,
1952-02-25,,,,,1.000313,,,,,
1952-02-26,,,,,1.000625,,,,,
1952-02-27,,,,,1.000313,,,,,
1952-02-28,,,,,1,,,,,
1952-02-29,,,,,1,,,,,
1952-03-03,,,,,1,,,,,
1952-03-04,,,,,1,,,,,
1952-03-05,,,,,1,,,,,
1952-03-06,,,,,0.999688,,,,,
1952-03-07,,,,,0.999688,,,,,
1952-03-10,,,,,0.999375,,,,,
1952-03-11,,,,,0.997813,,,,,
1952-03-12,,,,,0.996563,,,,,
1952-03-13,,,,,0.99375,,,,,
1952-03-14,,,,,0.995313,,,,,
1952-03-17,,,,,0.994375,,,,,
1952-03-18,,,,,0.995,,,,,
1952-03-19,,,,,0.994688,,,,,
1952-03-20,,,,,0.995,,,,,
1952-03-21,,,,,0.998438,,,,,
1952-03-24,,,,,0.99625,,,,,
1952-03-25,,,,,0.995,,,,,
1952-03-26,,,,,0.994375,,,,,
1952-03-27,,,,,0.991563,,,,,
1952-03-28,,,,,0.989688,,,,,
1952-03-31,,,,,0.985,,,,,
1952-04-01,,,,,0.984375,,,,,
1952-04-02,,,,,0.982188,,,,,
1952-04-03,,,,,0.979688,,,,,
1952-04-04,,,,,0.98,,,,,
1952-04-07,,,,,0.98125,,,,,
1952-04-08,,,,,0.98125,,,,,
1952-04-09,,,,,0.98125,,,,,
1952-04-10,,,,,0.9825,,,,,
1952-04-11,,,,,0.9825,,,,,
1952-04-14,,,,,0.9825,,,,,
1952-04-15,,,,,0.981875,,,,,
1952-04-16,,,,,0.981563,,,,,
1952-04-17,,,,,0.980625,,,,,
1952-04-18,,,,,0.980313,,,,,
1952-04-21,,,,,0.980313,,,,,
1952-04-22,,,,,0.979688,,,,,
1952-04-23,,,,,0.98,,,,,
1952-04-24,,,,,0.980313,,,,,
1952-04-25,,,,,0.980938,,,,,
1952-04-28,,,,,0.979688,,,,,
1952-04-29,,,,,0.98,,,,,
1952-04-30,,,,,0.98,,,,,
1952-05-01,,,,,0.98125,,,,,
1952-05-02,,,,,0.980625,,,,,
1952-05-05,,,,,0.980625,,,,,
1952-05-06,,,,,0.981563,,,,,
1952-05-07,,,,,0.982813,,,,,
1952-05-08,,,,,0.985625,,,,,
1952-05-09,,,,,0.986875,,,,,
1952-05-12,,,,,0.985938,,,,,
1952-05-13,,,,,0.985938,,,,,
1952-05-14,,,,,0.985938,,,,,
1952-05-15,,,,,0.985938,,,,,
1952-05-16,,,,,0.985313,,,,,
1952-05-19,,,,,0.983125,,,,,
1952-05-20,,,,,0.98375,,,,,
1952-05-21,,,,,0.98375,,,,,
1952-05-22,,,,,0.984375,,,,,
1952-05-23,,,,,0.984688,,,,,
1952-05-26,,,,,0.984375,,,,,
1952-05-27,,,,,0.983438,,,,,
1952-05-28,,,,,0.982813,,,,,
1952-05-29,,,,,0.983438,,,,,
1952-05-30,,,,,0.983125,,,,,
1952-06-02,,,,,0.98375,,,,,
1952-06-03,,,,,0.982813,,,,,
1952-06-04,,,,,0.982188,,,,,
1952-06-05,,,,,0.981875,,,,,
1952-06-06,,,,,0.981875,,,,,
1952-06-09,,,,,0.981875,,,,,
1952-06-10,,,,,0.980938,,,,,
1952-06-11,,,,,0.980313,,,,,
1952-06-12,,,,,0.979375,,,,,
1952-06-13,,,,,0.979063,,,,,
1952-06-16,,,,,0.979375,,,,,
1952-06-17,,,,,0.979063,,,,,
1952-06-18,,,,,0.979063,,,,,
1952-06-19,,,,,0.979375,,,,,
1952-06-20,,,,,0.978438,,,,,
1952-06-23,,,,,0.977188,,,,,
1952-06-24,,,,,0.975625,,,,,
1952-06-25,,,,,0.975625,,,,,
1952-06-26,,,,,0.975,,,,,
1952-06-27,,,,,0.974688,,,,,
1952-06-30,,,,,0.971875,,,,,
1952-07-01,,,,,0.971875,,,,,
1952-07-02,,,,,0.96875,,,,,
1952-07-03,,,,,0.965625,,,,,
1952-07-04,,,,,0.962188,,,,,
1952-07-07,,,,,0.965625,,,,,
1952-07-08,,,,,0.96875,,,,,
1952-07-09,,,,,0.971875,,,,,
1952-07-10,,,,,0.975,,,,,
1952-07-11,,,,,0.97625,,,,,
1952-07-14,,,,,0.9725,,,,,
1952-07-15,,,,,0.97125,,,,,
1952-07-16,,,,,0.971563,,,,,
1952-07-17,,,,,0.971563,,,,,
1952-07-18,,,,,0.971875,,,,,
1952-07-21,,,,,0.970625,,,,,
1952-07-22,,,,,0.970313,,,,,
1952-07-23,,,,,0.968125,,,,,
1952-07-24,,,,,0.967813,,,,,
1952-07-25,,,,,0.96875,,,,,
1952-07-28,,,,,0.967813,,,,,
1952-07-29,,,,,0.966563,,,,,
1952-07-30,,,,,0.965625,,,,,
1952-07-31,,,,,0.965625,,,,,
1952-08-01,,,,,0.965313,,,,,
1952-08-04,,,,,0.964688,,,,,
1952-08-05,,,,,0.961875,,,,,
1952-08-06,,,,,0.960938,,,,,
1952-08-07,,,,,0.96,,,,,
1952-08-08,,,,,0.96125,,,,,
1952-08-11,,,,,0.960625,,,,,
1952-08-12,,,,,0.959688,,,,,
1952-08-13,,,,,0.959375,,,,,
1952-08-14,,,,,0.959688,,,,,
1952-08-15,,,,,0.96,,,,,
1952-08-18,,,,,0.96,,,,,
1952-08-19,,,,,0.960625,,,,,
1952-08-20,,,,,0.960938,,,,,
1952-08-21,,,,,0.960313,,,,,
1952-08-22,,,,,0.960938,,,,,
1952-08-25,,,,,0.96125,,,,,
1952-08-26,,,,,0.96125,,,,,
1952-08-27,,,,,0.96125,,,,,
1952-08-28,,,,,0.96125,,,,,
1952-08-29,,,,,0.960625,,,,,
1952-09-01,,,,,0.960625,,,,,
1952-09-02,,,,,0.959688,,,,,
1952-09-03,,,,,0.96,,,,,
1952-09-04,,,,,0.960938,,,,,
1952-09-05,,,,,0.96,,,,,
1952-09-08,,,,,0.959688,,,,,
1952-09-09,,,,,0.96,,,,,
1952-09-10,,,,,0.959688,,,,,
1952-09-11,,,,,0.959375,,,,,
1952-09-12,,,,,0.959063,,,,,
1952-09-15,,,,,0.959063,,,,,
1952-09-16,,,,,0.959375,,,,,
1952-09-17,,,,,0.959688,,,,,
1952-09-18,,,,,0.959688,,,,,
1952-09-19,,,,,0.959375,,,,,
1952-09-22,,,,,0.959063,,,,,
1952-09-23,,,,,0.959063,,,,,
1952-09-24,,,,,0.959375,,,,,
1952-09-25,,,,,0.959688,,,,,
1952-09-26,,,,,0.96,,,,,
1952-09-29,,,,,0.959688,,,,,
1952-09-30,,,,,0.96,,,,,
1952-10-01,,,,,0.96,,,,,
1952-10-02,,,,,0.960625,,,,,
1952-10-03,,,,,0.960625,,,,,
1952-10-06,,,,,0.9625,,,,,
1952-10-07,,,,,0.963125,,,,,
1952-10-08,,,,,0.965,,,,,
1952-10-09,,,,,0.969375,,,,,
1952-10-10,,,,,0.969375,,,,,
1952-10-13,,,,,0.969375,,,,,
1952-10-14,,,,,0.967188,,,,,
1952-10-15,,,,,0.964375,,,,,
1952-10-16,,,,,0.964375,,,,,
1952-10-17,,,,,0.962188,,,,,
1952-10-20,,,,,0.96125,,,,,
1952-10-21,,,,,0.961875,,,,,
1952-10-22,,,,,0.962813,,,,,
1952-10-23,,,,,0.965938,,,,,
1952-10-24,,,,,0.964375,,,,,
1952-10-27,,,,,0.964063,,,,,
1952-10-28,,,,,0.964688,,,,,
1952-10-29,,,,,0.964688,,,,,
1952-10-30,,,,,0.96625,,,,,
1952-10-31,,,,,0.965938,,,,,
1952-11-03,,,,,0.965313,,,,,
1952-11-04,,,,,0.96625,,,,,
1952-11-05,,,,,0.9675,,,,,
1952-11-06,,,,,0.97125,,,,,
1952-11-07,,,,,0.972813,,,,,
1952-11-10,,,,,0.978125,,,,,
1952-11-11,,,,,0.978125,,,,,
1952-11-12,,,,,0.98375,,,,,
1952-11-13,,,,,0.9825,,,,,
1952-11-14,,,,,0.984375,,,,,
1952-11-17,,,,,0.982813,,,,,
1952-11-18,,,,,0.980625,,,,,
1952-11-19,,,,,0.979375,,,,,
1952-11-20,,,,,0.979688,,,,,
1952-11-21,,,,,0.98,,,,,
1952-11-24,,,,,0.97875,,,,,
1952-11-25,,,,,0.976563,,,,,
1952-11-26,,,,,0.974375,,,,,
1952-11-27,,,,,0.973125,,,,,
1952-11-28,,,,,0.97375,,,,,
1952-12-01,,,,,0.97375,,,,,
1952-12-02,,,,,0.973438,,,,,
1952-12-03,,,,,0.9725,,,,,
1952-12-04,,,,,0.97125,,,,,
1952-12-05,,,,,0.970313,,,,,
1952-12-08,,,,,0.968125,,,,,
1952-12-09,,,,,0.965938,,,,,
1952-12-10,,,,,0.969063,,,,,
1952-12-11,,,,,0.971875,,,,,
1952-12-12,,,,,0.97375,,,,,
1952-12-15,,,,,0.970625,,,,,
1952-12-16,,,,,0.97125,,,,,
1952-12-17,,,,,0.97125,,,,,
1952-12-18,,,,,0.969375,,,,,
1952-12-19,,,,,0.96875,,,,,
1952-12-22,,,,,0.967813,,,,,
1952-12-23,,,,,0.969375,,,,,
1952-12-24,,,,,0.969375,,,,,
1952-12-25,,,,,0.969375,,,,,
1952-12-26,,,,,0.970313,,,,,
1952-12-29,,,,,0.9675,,,,,
1952-12-30,,,,,0.968125,,,,,
1952-12-31,,,,,0.970313,,,,,
1953-01-01,,,,,0.970313,,,,,
1953-01-02,,,,,0.969688,,,,,
1953-01-05,,,,,0.97,,,,,
1953-01-06,,,,,0.97,,,,,
1953-01-07,,,,,0.970313,,,,,
1953-01-08,,,,,0.971875,,,,,
1953-01-09,,,,,0.972188,,,,,
1953-01-12,,,,,0.971875,,,,,
1953-01-13,,,,,0.971563,,,,,
1953-01-14,,,,,0.971563,,,,,
1953-01-15,,,,,0.970938,,,,,
1953-01-16,,,,,0.970625,,,,,
1953-01-19,,,,,0.969063,,,,,
1953-01-20,,,,,0.969688,,,,,
1953-01-21,,,,,0.970938,,,,,
1953-01-22,,,,,0.97,,,,,
1953-01-23,,,,,0.97125,,,,,
1953-01-26,,,,,0.97,,,,,
1953-01-27,,,,,0.97,,,,,
1953-01-28,,,,,0.969688,,,,,
1953-01-29,,,,,0.97,,,,,
1953-01-30,,,,,0.97,,,,,
1953-02-02,,,,,0.971563,,,,,
1953-02-03,,,,,0.97375,,,,,
1953-02-04,,,,,0.975,,,,,
1953-02-05,,,,,0.974375,,,,,
1953-02-06,,,,,0.974063,,,,,
1953-02-09,,,,,0.974375,,,,,
1953-02-10,,,,,0.975,,,,,
1953-02-11,,,,,0.975625,,,,,
1953-02-12,,,,,0.97625,,,,,
1953-02-13,,,,,0.976563,,,,,
1953-02-16,,,,,0.977188,,,,,
1953-02-17,,,,,0.977813,,,,,
1953-02-18,,,,,0.979375,,,,,
1953-02-19,,,,,0.979688,,,,,
1953-02-20,,,,,0.979063,,,,,
1953-02-23,,,,,0.98,,,,,
1953-02-24,,,,,0.980938,,,,,
1953-02-25,,,,,0.982188,,,,,
1953-02-26,,,,,0.983438,,,,,
1953-02-27,,,,,0.982813,,,,,
1953-03-02,,,,,0.983438,,,,,
1953-03-03,,,,,0.98375,,,,,
1953-03-04,,,,,0.983125,,,,,
1953-03-05,,,,,0.98375,,,,,
1953-03-06,,,,,0.984063,,,,,
1953-03-09,,,,,0.98375,,,,,
1953-03-10,,,,,0.984063,,,,,
1953-03-11,,,,,0.985,,,,,
1953-03-12,,,,,0.985,,,,,
1953-03-13,,,,,0.985625,,,,,
1953-03-16,,,,,0.985625,,,,,
1953-03-17,,,,,0.985313,,,,,
1953-03-18,,,,,0.985,,,,,
1953-03-19,,,,,0.984688,,,,,
1953-03-20,,,,,0.983125,,,,,
1953-03-23,,,,,0.979688,,,,,
1953-03-24,,,,,0.981563,,,,,
1953-03-25,,,,,0.98125,,,,,
1953-03-26,,,,,0.982188,,,,,
1953-03-27,,,,,0.981563,,,,,
1953-03-30,,,,,0.98125,,,,,
1953-03-31,,,,,0.980625,,,,,
1953-04-01,,,,,0.980313,,,,,
1953-04-02,,,,,0.98125,,,,,
1953-04-03,,,,,0.98125,,,,,
1953-04-06,,,,,0.98125,,,,,
1953-04-07,,,,,0.981563,,,,,
1953-04-08,,,,,0.983438,,,,,
1953-04-09,,,,,0.983125,,,,,
1953-04-10,,,,,0.983125,,,,,
1953-04-13,,,,,0.983438,,,,,
1953-04-14,,,,,0.98375,,,,,
1953-04-15,,,,,0.98375,,,,,
1953-04-16,,,,,0.98375,,,,,
1953-04-17,,,,,0.983125,,,,,
1953-04-20,,,,,0.983438,,,,,
1953-04-21,,,,,0.984063,,,,,
1953-04-22,,,,,0.985313,,,,,
1953-04-23,,,,,0.985313,,,,,
1953-04-24,,,,,0.985,,,,,
1953-04-27,,,,,0.985,,,,,
1953-04-28,,,,,0.984688,,,,,
1953-04-29,,,,,0.984688,,,,,
1953-04-30,,,,,0.98625,,,,,
1953-05-01,,,,,0.988125,,,,,
1953-05-04,,,,,0.99,,,,,
1953-05-05,,,,,0.995,,,,,
1953-05-06,,,,,0.995625,,,,,
1953-05-07,,,,,0.995938,,,,,
1953-05-08,,,,,0.995313,,,,,
1953-05-11,,,,,0.995938,,,,,
1953-05-12,,,,,0.99625,,,,,
1953-05-13,,,,,0.996875,,,,,
1953-05-14,,,,,0.997188,,,,,
1953-05-15,,,,,0.996875,,,,,
1953-05-18,,,,,0.996875,,,,,
1953-05-19,,,,,0.994375,,,,,
1953-05-20,,,,,0.994063,,,,,
1953-05-21,,,,,0.994375,,,,,
1953-05-22,,,,,0.994063,,,,,
1953-05-25,,,,,0.994063,,,,,
1953-05-26,,,,,0.992813,,,,,
1953-05-27,,,,,0.993125,,,,,
1953-05-28,,,,,0.991875,,,,,
1953-05-29,,,,,0.99125,,,,,
1953-06-01,,,,,0.992813,,,,,
1953-06-02,,,,,0.992813,,,,,
1953-06-03,,,,,0.992188,,,,,
1953-06-04,,,,,0.993125,,,,,
1953-06-05,,,,,0.99375,,,,,
1953-06-08,,,,,0.993438,,,,,
1953-06-09,,,,,0.993125,,,,,
1953-06-10,,,,,0.993438,,,,,
1953-06-11,,,,,0.99375,,,,,
1953-06-12,,,,,0.994375,,,,,
1953-06-15,,,,,0.994688,,,,,
1953-06-16,,,,,0.995313,,,,,
1953-06-17,,,,,0.995313,,,,,
1953-06-18,,,,,0.995625,,,,,
1953-06-19,,,,,0.995938,,,,,
1953-06-22,,,,,0.995625,,,,,
1953-06-23,,,,,0.994375,,,,,
1953-06-24,,,,,0.994063,,,,,
1953-06-25,,,,,0.994688,,,,,
1953-06-26,,,,,0.995,,,,,
1953-06-29,,,,,0.994688,,,,,
1953-06-30,,,,,0.994063,,,,,
1953-07-01,,,,,0.994063,,,,,
1953-07-02,,,,,0.994063,,,,,
1953-07-03,,,,,0.993125,,,,,
1953-07-06,,,,,0.9925,,,,,
1953-07-07,,,,,0.991875,,,,,
1953-07-08,,,,,0.992813,,,,,
1953-07-09,,,,,0.993438,,,,,
1953-07-10,,,,,0.993438,,,,,
1953-07-13,,,,,0.992813,,,,,
1953-07-14,,,,,0.991875,,,,,
1953-07-15,,,,,0.992188,,,,,
1953-07-16,,,,,0.99125,,,,,
1953-07-17,,,,,0.991563,,,,,
1953-07-20,,,,,0.990625,,,,,
1953-07-21,,,,,0.990938,,,,,
1953-07-22,,,,,0.990625,,,,,
1953-07-23,,,,,0.99125,,,,,
1953-07-24,,,,,0.991563,,,,,
1953-07-27,,,,,0.990313,,,,,
1953-07-28,,,,,0.989375,,,,,
1953-07-29,,,,,0.990313,,,,,
1953-07-30,,,,,0.99,,,,,
1953-07-31,,,,,0.989688,,,,,
1953-08-03,,,,,0.989375,,,,,
1953-08-04,,,,,0.989688,,,,,
1953-08-05,,,,,0.989375,,,,,
1953-08-06,,,,,0.989063,,,,,
1953-08-07,,,,,0.989063,,,,,
1953-08-10,,,,,0.988438,,,,,
1953-08-11,,,,,0.988438,,,,,
1953-08-12,,,,,0.98875,,,,,
1953-08-13,,,,,0.988125,,,,,
1953-08-14,,,,,0.988438,,,,,
1953-08-17,,,,,0.9875,,,,,
1953-08-18,,,,,0.987813,,,,,
1953-08-19,,,,,0.988125,,,,,
1953-08-20,,,,,0.9875,,,,,
1953-08-21,,,,,0.987813,,,,,
1953-08-24,,,,,0.986875,,,,,
1953-08-25,,,,,0.986875,,,,,
1953-08-26,,,,,0.986875,,,,,
1953-08-27,,,,,0.986875,,,,,
1953-08-28,,,,,0.9875,,,,,
1953-08-31,,,,,0.987188,,,,,
1953-09-01,,,,,0.987188,,,,,
1953-09-02,,,,,0.988125,,,,,
1953-09-03,,,,,0.988438,,,,,
1953-09-04,,,,,0.9875,,,,,
1953-09-07,,,,,0.9875,,,,,
1953-09-08,,,,,0.986875,,,,,
1953-09-09,,,,,0.986563,,,,,
1953-09-10,,,,,0.98625,,,,,
1953-09-11,,,,,0.98625,,,,,
1953-09-14,,,,,0.984688,,,,,
1953-09-15,,,,,0.985313,,,,,
1953-09-16,,,,,0.984688,,,,,
1953-09-17,,,,,0.984063,,,,,
1953-09-18,,,,,0.983125,,,,,
1953-09-21,,,,,0.98125,,,,,
1953-09-22,,,,,0.982188,,,,,
1953-09-23,,,,,0.981875,,,,,
1953-09-24,,,,,0.982188,,,,,
1953-09-25,,,,,0.98125,,,,,
1953-09-28,,,,,0.979375,,,,,
1953-09-29,,,,,0.979063,,,,,
1953-09-30,,,,,0.977813,,,,,
1953-10-01,,,,,0.979063,,,,,
1953-10-02,,,,,0.981563,,,,,
1953-10-05,,,,,0.981563,,,,,
1953-10-06,,,,,0.982813,,,,,
1953-10-07,,,,,0.985625,,,,,
1953-10-08,,,,,0.984688,,,,,
1953-10-09,,,,,0.985313,,,,,
1953-10-12,,,,,0.985313,,,,,
1953-10-13,,,,,0.985938,,,,,
1953-10-14,,,,,0.98625,,,,,
1953-10-15,,,,,0.983438,,,,,
1953-10-16,,,,,0.983438,,,,,
1953-10-19,,,,,0.980938,,,,,
1953-10-20,,,,,0.983438,,,,,
1953-10-21,,,,,0.983438,,,,,
1953-10-22,,,,,0.981875,,,,,
1953-10-23,,,,,0.981875,,,,,
1953-10-26,,,,,0.98125,,,,,
1953-10-27,,,,,0.980938,,,,,
1953-10-28,,,,,0.980313,,,,,
1953-10-29,,,,,0.979375,,,,,
1953-10-30,,,,,0.979688,,,,,
1953-11-02,,,,,0.98,,,,,
1953-11-03,,,,,0.98,,,,,
1953-11-04,,,,,0.98,,,,,
1953-11-05,,,,,0.979688,,,,,
1953-11-06,,,,,0.979375,,,,,
1953-11-09,,,,,0.97875,,,,,
1953-11-10,,,,,0.978438,,,,,
1953-11-11,,,,,0.978438,,,,,
1953-11-12,,,,,0.978438,,,,,
1953-11-13,,,,,0.978125,,,,,
1953-11-16,,,,,0.9775,,,,,
1953-11-17,,,,,0.975625,,,,,
1953-11-18,,,,,0.97625,,,,,
1953-11-19,,,,,0.976875,,,,,
1953-11-20,,,,,0.978125,,,,,
1953-11-23,,,,,0.977813,,,,,
1953-11-24,,,,,0.9775,,,,,
1953-11-25,,,,,0.97625,,,,,
1953-11-26,,,,,0.975313,,,,,
1953-11-27,,,,,0.974063,,,,,
1953-11-30,,,,,0.974688,,,,,
1953-12-01,,,,,0.975313,,,,,
1953-12-02,,,,,0.975625,,,,,
1953-12-03,,,,,0.974688,,,,,
1953-12-04,,,,,0.974688,,,,,
1953-12-07,,,,,0.97375,,,,,
1953-12-08,,,,,0.973438,,,,,
1953-12-09,,,,,0.973438,,,,,
1953-12-10,,,,,0.973125,,,,,
1953-12-11,,,,,0.971875,,,,,
1953-12-14,,,,,0.970625,,,,,
1953-12-15,,,,,0.971875,,,,,
1953-12-16,,,,,0.971563,,,,,
1953-12-17,,,,,0.970625,,,,,
1953-12-18,,,,,0.97125,,,,,
1953-12-21,,,,,0.970938,,,,,
1953-12-22,,,,,0.97125,,,,,
1953-12-23,,,,,0.971563,,,,,
1953-12-24,,,,,0.971563,,,,,
1953-12-25,,,,,0.971563,,,,,
1953-12-28,,,,,0.971875,,,,,
1953-12-29,,,,,0.97375,,,,,
1953-12-30,,,,,0.974688,,,,,
1953-12-31,,,,,0.97375,,,,,
1954-01-01,,,,,0.97375,,,,,
1954-01-04,,,,,0.974063,,,,,
1954-01-05,,,,,0.974063,,,,,
1954-01-06,,,,,0.975,,,,,
1954-01-07,,,,,0.975313,,,,,
1954-01-08,,,,,0.975,,,,,
1954-01-11,,,,,0.975313,,,,,
1954-01-12,,,,,0.972813,,,,,
1954-01-13,,,,,0.973125,,,,,
1954-01-14,,,,,0.972813,,,,,
1954-01-15,,,,,0.971875,,,,,
1954-01-18,,,,,0.971875,,,,,
1954-01-19,,,,,0.9725,,,,,
1954-01-20,,,,,0.972188,,,,,
1954-01-21,,,,,0.972188,,,,,
1954-01-22,,,,,0.971563,,,,,
1954-01-25,,,,,0.971563,,,,,
1954-01-26,,,,,0.97125,,,,,
1954-01-27,,,,,0.970625,,,,,
1954-01-28,,,,,0.970625,,,,,
1954-01-29,,,,,0.970938,,,,,
1954-02-01,,,,,0.970938,,,,,
1954-02-02,,,,,0.97,,,,,
1954-02-03,,,,,0.969375,,,,,
1954-02-04,,,,,0.968438,,,,,
1954-02-05,,,,,0.968125,,,,,
1954-02-08,,,,,0.967188,,,,,
1954-02-09,,,,,0.966563,,,,,
1954-02-10,,,,,0.96625,,,,,
1954-02-11,,,,,0.965,,,,,
1954-02-12,,,,,0.965313,,,,,
1954-02-15,,,,,0.965625,,,,,
1954-02-16,,,,,0.965625,,,,,
1954-02-17,,,,,0.965938,,,,,
1954-02-18,,,,,0.96625,,,,,
1954-02-19,,,,,0.965938,,,,,
1954-02-22,,,,,0.965313,,,,,
1954-02-23,,,,,0.965,,,,,
1954-02-24,,,,,0.964063,,,,,
1954-02-25,,,,,0.964063,,,,,
1954-02-26,,,,,0.965,,,,,
1954-03-01,,,,,0.965,,,,,
1954-03-02,,,,,0.965625,,,,,
1954-03-03,,,,,0.965625,,,,,
1954-03-04,,,,,0.965938,,,,,
1954-03-05,,,,,0.96625,,,,,
1954-03-08,,,,,0.967188,,,,,
1954-03-09,,,,,0.968438,,,,,
1954-03-10,,,,,0.970313,,,,,
1954-03-11,,,,,0.97,,,,,
1954-03-12,,,,,0.970313,,,,,
1954-03-15,,,,,0.970313,,,,,
1954-03-16,,,,,0.972188,,,,,
1954-03-17,,,,,0.972188,,,,,
1954-03-18,,,,,0.97125,,,,,
1954-03-19,,,,,0.9725,,,,,
1954-03-22,,,,,0.972188,,,,,
1954-03-23,,,,,0.971875,,,,,
1954-03-24,,,,,0.972188,,,,,
1954-03-25,,,,,0.9725,,,,,
1954-03-26,,,,,0.97375,,,,,
1954-03-29,,,,,0.975625,,,,,
1954-03-30,,,,,0.980313,,,,,
1954-03-31,,,,,0.97875,,,,,
1954-04-01,,,,,0.9775,,,,,
1954-04-02,,,,,0.979688,,,,,
1954-04-05,,,,,0.979688,,,,,
1954-04-06,,,,,0.979688,,,,,
1954-04-07,,,,,0.979688,,,,,
1954-04-08,,,,,0.979375,,,,,
1954-04-09,,,,,0.98,,,,,
1954-04-12,,,,,0.980938,,,,,
1954-04-13,,,,,0.981563,,,,,
1954-04-14,,,,,0.980938,,,,,
1954-04-15,,,,,0.981875,,,,,
1954-04-16,,,,,0.981875,,,,,
1954-04-19,,,,,0.981875,,,,,
1954-04-20,,,,,0.983125,,,,,
1954-04-21,,,,,0.984688,,,,,
1954-04-22,,,,,0.985625,,,,,
1954-04-23,,,,,0.986563,,,,,
1954-04-26,,,,,0.985625,,,,,
1954-04-27,,,,,0.986875,,,,,
1954-04-28,,,,,0.986563,,,,,
1954-04-29,,,,,0.98625,,,,,
1954-04-30,,,,,0.98625,,,,,
1954-05-03,,,,,0.985313,,,,,
